X,Y,Theta
-33.15924598484848,8.594387181818181,175.75857556851759
-32.99354598484849,10.052382181818182,170.67710930622127
-32.68444598484849,11.48657218181818,164.29139160221553
-32.20074598484848,12.871232181818181,156.5184605839205
-31.518945984848486,14.169402181818182,147.61538127932576
-30.635345984848485,15.339372181818181,138.28659591917963
-29.574045984848485,16.35128218181818,129.45649608270696
-28.376645984848484,17.19842218181818,121.78467890674507
-27.084745984848485,17.89379218181818,115.51436760049339
-25.731445984848484,18.46093218181818,110.54008486418074
-24.338445984848484,18.92278218181818,106.61451201750299
-22.919945984848486,19.29985218181818,103.51866723506774
-21.485145984848486,19.60878218181818,101.04652939786305
-20.039345984848485,19.86221218181818,99.04328567514483
-18.586345984848485,20.07015218181818,97.40271182210608
-17.128445984848486,20.24041218181818,96.03978776000636
-15.667145984848485,20.379022181818183,94.89253605127426
-14.203645984848485,20.49077218181818,93.91326608425585
-12.738445984848484,20.57936218181818,93.06093808583317
-11.272145984848486,20.647532181818182,92.30636721938995
-9.805145984848485,20.69750218181818,91.63031173053882
-8.337705984848485,20.731052181818182,91.01124844308754
-6.869975984848485,20.74931218181818,90.42274578240946
-5.402125984848484,20.752712181818183,89.84718090999819
-3.9343159848484843,20.74148218181818,89.27530929137251
-2.466695984848485,20.71558218181818,88.68989213559225
-0.999425984848485,20.674362181818182,88.06215363475623
0.467274015151515,20.61631218181818,87.36696812801037
1.933113015151515,20.539502181818182,86.58593700835361
3.397680015151515,20.44149218181818,85.6869961278843
4.860374015151515,20.31873218181818,84.6185453209051
6.320252015151516,20.166182181818183,83.322732486611
7.775875015151516,19.97741218181818,81.73040790521046
9.224982015151515,19.744002181818182,79.7368813560074
10.663884015151515,19.454492181818182,77.20025146567333
12.086554015151515,19.09388218181818,73.92781904136605
13.482884015151516,18.64231218181818,69.67082319180224
14.836154015151516,18.07518218181818,64.16100773849595
16.119904015151516,17.36531218181818,57.15402561799785
17.294904015151516,16.48783218181818,48.7223723441489
18.317004015151515,15.436632181818181,39.425318446543436
19.150734015151514,14.230542181818182,30.233588155953566
19.789364015151516,12.910272181818181,22.15413578319553
20.254774015151515,11.518972181818182,15.735211298432535
20.584264015151515,10.088982181818182,35.23632777830963
24.992244015151517,4.8122121818181816,44.29943541709592
25.899174015151516,4.642484181818182,79.39998607533221
26.806114015151515,4.472755181818182,79.39998607533218
27.713044015151514,4.303027181818182,79.4000165940572
28.619984015151516,4.133299181818182,243.97073106419134
21.059954015151515,7.552164181818182,249.63158291460547
21.421544015151515,6.805859181818182,31.800169158042106
21.929244015151514,6.150152181818182,43.69992620698782
22.561244015151516,5.613228181818182,55.59989000995759
23.290374015151514,5.2181631818181815,42.48453934984767
31.411484015151515,-4.050347818181818,50.8488343095292
32.72750401515152,-2.4651878181818185,153.53339014331632
33.199134015151515,-0.4596378181818183,180.0
32.72750401515152,1.5459081818181817,206.46664168762706
31.411484015151515,3.1310671818181817,-48.151270851022076
24.405444015151517,-5.907617818181818,-38.97767246535306
23.856104015151516,-6.206487818181818,-55.46894101657356
23.380664015151517,-6.612747818181818,-43.503582663521726
22.999784015151516,-7.1087478181818184,-31.5380396101782
22.730004015151515,-7.672947818181818,109.85515340267906
28.773234015151516,-5.023897818181818,115.36765605178437
28.019544015151514,-5.164947818181818,-79.40024340224808
27.265864015151514,-5.305987818181818,-79.40024340224805
26.512174015151516,-5.447037818181818,-79.39987615982683
25.758494015151516,-5.588087818181818,-79.39980743109615
